sample_id,ethnic_group,lifestyle_food,country,reference,metabolite,flux,name,hmdb,kegg.compound,pubchem.compound,inchi,chebi,reaction,global_id
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,phe_L,0.06156967416666695,L-phenylalanine,HMDB00159,C00079,6140.0,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",,EX_phe_L_m,EX_phe_L(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,q8,0.0001984925,Ubiquinone-8,,,,,,EX_q8_m,EX_q8(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,sheme,0.0001984925,Siroheme,,,,,,EX_sheme_m,EX_sheme(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,thm,0.000198492500000025,Thiamin,HMDB00235,C00378,1130.0,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",,EX_thm_m,EX_thm(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,thymd,0.0005977,Thymidine,HMDB00273,C00214,5789.0,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",,EX_thymd_m,EX_thymd(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,tyr_L,0.049526671857285175,L-tyrosine,HMDB00158,C00082,6057.0,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",,EX_tyr_L_m,EX_tyr_L(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,4abz,0.0005954775,4-Aminobenzoate,,,,,,EX_4abz_m,EX_4abz(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,chol,0.006416334350204,Choline,HMDB00097,C00114,305.0,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",,EX_chol_m,EX_chol(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gthrd,0.0001984925,Reduced glutathione,HMDB00125,C00051,124886.0,,,EX_gthrd_m,EX_gthrd(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gua,0.03263297,Guanine,HMDB00132,C00242,764.0,"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",,EX_gua_m,EX_gua(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,h,2.5,proton,HMDB01362,C00282,1038.0,InChI=1S/p+1/i/hH,,EX_h_m,EX_h(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,no3,1.080411297230077,Nitrate,,,,,,EX_no3_m,EX_no3(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,ocdcea,0.049013652262163226,octadecenoate (n-C18:1),HMDB00207,C00712,5460221.0,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/p-1/b10-9-",,EX_ocdcea_m,EX_ocdcea(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,thr_L,0.489068552345768,L-threonine,HMDB00167,C00188,6288.0,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",,EX_thr_L_m,EX_thr_L(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,oxa,0.007716240828049175,oxalate(2-),HMDB02329,C00209,971.0,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)/p-2",,EX_oxa_m,EX_oxa(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,ncam,0.00029068499705985,Nicotinamide,HMDB01406,C00153,936.0,,,EX_ncam_m,EX_ncam(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,n2,7.962447965354298,Nitrogen,,,,,,EX_n2_m,EX_n2(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,12dgr180,0.002940624999999975,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,,,,,EX_12dgr180_m,EX_12dgr180(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,4hbz,0.0001984925,4-hydroxybenzoate,HMDB00500,C00156,,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1",,EX_4hbz_m,EX_4hbz(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gthox,9.924625e-05,Oxidized glutathione,HMDB03337,C00127,65359.0,,,EX_gthox_m,EX_gthox(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,ptrc,0.0001984925,Putrescine,HMDB01414,C00134,1045.0,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2,,EX_ptrc_m,EX_ptrc(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,strch1,0.10833541411088707,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",,,,,,EX_strch1_m,EX_strch1(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,ura,0.0285885,uracil,HMDB00300,C00106,1174.0,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",,EX_ura_m,EX_ura(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,csn,0.03777125,cytosine,HMDB00630,C00380,597.0,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",,EX_csn_m,EX_csn(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,core2,0.25,Core 2,,,,,,EX_core2_m,EX_core2(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,core2_rl,0.25,released Core 2,,,,,,EX_core2_rl_m,EX_core2_rl(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,core3,0.25,Core 3,,,,,,EX_core3_m,EX_core3(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,core4,0.25,Core 4,,,,,,EX_core4_m,EX_core4(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,core4_rl,0.25,released Core 4,,,,,,EX_core4_rl_m,EX_core4_rl(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,core5,0.25,Core 5,,,,,,EX_core5_m,EX_core5(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,core6,0.25,Core 6,,,,,,EX_core6_m,EX_core6(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,core7,0.25,Core 7,,,,,,EX_core7_m,EX_core7(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,core8,0.25,Core 8,,,,,,EX_core8_m,EX_core8(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gln_L,0.03595841250000027,L-glutamine,HMDB00641,C00064,5961.0,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",,EX_gln_L_m,EX_gln_L(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gncore1,0.25,"GlcNAc-alpha-1,4-Core 1",,,,,,EX_gncore1_m,EX_gncore1(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gncore1_rl,0.25,"released GlcNAc-alpha-1,4-Core 1",,,,,,EX_gncore1_rl_m,EX_gncore1_rl(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gncore2,0.25,"GlcNAc-alpha-1,4-Core 2",,,,,,EX_gncore2_m,EX_gncore2(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gncore2_rl,0.25,"released GlcNAc-alpha-1,4-Core 2",,,,,,EX_gncore2_rl_m,EX_gncore2_rl(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,ade,0.01143399500000055,Adenine,HMDB00034,C00147,190.0,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",,EX_ade_m,EX_ade(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,ala_D,0.0046238,D-alanine,HMDB01310,C00133,71080.0,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",,EX_ala_D_m,EX_ala_D(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,arab_D,0.0021816,D-Arabinose,,,,,,EX_arab_D_m,EX_arab_D(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,succ,1.683890213743679,Succinate,HMDB00254,C00042,1110.0,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/p-2",,EX_succ_m,EX_succ(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,xan,0.02731225,Xanthine,HMDB00292,C00385,1188.0,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",,EX_xan_m,EX_xan(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,cellb,1.880887923661363,cellobiose,,,,,,EX_cellb_m,EX_cellb(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,orn,0.0062449125,Ornithine,HMDB00214,C00077,6262.0,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/p+1",,EX_orn_m,EX_orn(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gchola,0.25,glycocholate,HMDB00138,C01921,10140.0,,,EX_gchola_m,EX_gchola(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,tchola,0.25,taurocholate,HMDB00036,,440567.0,,,EX_tchola_m,EX_tchola(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,cytd,1.114629317083334,Cytidine,HMDB00089,C00475,6175.0,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1",,EX_cytd_m,EX_cytd(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,dad_2,0.00552235000000005,2-deoxyadenosine,HMDB00101,C00559,13730.0,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",,EX_dad_2_m,EX_dad_2(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,dextrin,0.0202770461829027,Dextrin,,C00721,,,,EX_dextrin_m,EX_dextrin(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,dgsn,0.005521175,Deoxyguanosine,HMDB00085,C00330,187790.0,"InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1",,EX_dgsn_m,EX_dgsn(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,isocapr,0.000308280085462,Isocaproate,,,,,,EX_isocapr_m,EX_isocapr(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,lanost,0.00035134375,lanosterol,HMDB01251,C01724,246983.0,,,EX_lanost_m,EX_lanost(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,uri,0.0073411,Uridine,HMDB00296,C00299,6029.0,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",,EX_uri_m,EX_uri(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,cit,0.000464475,Citrate,HMDB00094,C00158,311.0,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",,EX_cit_m,EX_cit(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,glygn2,0.026959209164856775,"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",,,,,,EX_glygn2_m,EX_glygn2(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,dcyt,0.005174475,Deoxycytidine,HMDB00014,C00881,13711.0,"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",,EX_dcyt_m,EX_dcyt(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,adn,0.26602920399645125,Adenosine,HMDB00050,C00212,60961.0,,,EX_adn_m,EX_adn(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,3mop,0.02702232,3-methyl-2-oxopentanoate,HMDB00491,C03465,47.0,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1",,EX_3mop_m,EX_3mop(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,h2s,0.010992485,Hydrogen sulfide,,,,,,EX_h2s_m,EX_h2s(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,fum,1.2159271367013083,Fumarate,HMDB00134,C00122,444972.0,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",,EX_fum_m,EX_fum(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,pect,0.22108716605517822,pectins,,,,,,EX_pect_m,EX_pect(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,cspg_b,6.616416666665e-05,chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan,,,,,,EX_cspg_b_m,EX_cspg_b(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,hspg,0.000285603125,heparan sulfate proteoglycan,,,,,,EX_hspg_m,EX_hspg(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,xyl_D,0.29524923054622226,aldehydo-D-xylose,,,644160.0,"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4+,5+/m0/s1",,EX_xyl_D_m,EX_xyl_D(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,2obut,0.0103042,2-Oxobutanoate,HMDB00005,C00109,58.0,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)/p-1",,EX_2obut_m,EX_2obut(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,chor,0.0042744625,chorismate,,,,,,EX_chor_m,EX_chor(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gsn,0.34742233450450466,Guanosine,HMDB00133,C00387,6802.0,,,EX_gsn_m,EX_gsn(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,lcts,0.003126375,Lactose,HMDB00186,C00243,440995.0,,,EX_lcts_m,EX_lcts(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,malt,0.1459167904498741,Maltose,HMDB00163,C00208,439186.0,,,EX_malt_m,EX_malt(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,arabttr,0.0100786466666665,Arabinotriose,,,,,,EX_arabttr_m,EX_arabttr(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gam,0.004966775,D-Glucosamine,HMDB01514,C00329,439213.0,,,EX_gam_m,EX_gam(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,glyc3p,0.05903462499999997,Glycerol 3-phosphate,HMDB00126,C00093,439162.0,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1",,EX_glyc3p_m,EX_glyc3p(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,glyleu,2.5,Glycylleucine,HMDB00759,C02155,92843.0,,,EX_glyleu_m,EX_glyleu(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,sbt_D,0.06253191673381107,D-glucitol,HMDB00247,C00794,5780.0,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",,EX_sbt_D_m,EX_sbt_D(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,rib_D,0.023326424999999974,D-ribose,HMDB00283,C00121,5779.0,,,EX_rib_D_m,EX_rib_D(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gal,0.0077210775,D-Galactose,HMDB00143,C00984,439357.0,,,EX_gal_m,EX_gal(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gcald,0.5519150140233303,glycolaldehyde,HMDB03344,C00266,756.0,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",,EX_gcald_m,EX_gcald(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,acac,0.8801766267608094,acetoacetate,HMDB00060,C00164,96.0,"InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)/p-1",,EX_acac_m,EX_acac(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,ins,0.021046624999999524,Inosine,HMDB00195,C00294,6021.0,,,EX_ins_m,EX_ins(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,amp,0.21040255625000934,AMP,HMDB00045,C00020,6083.0,,,EX_amp_m,EX_amp(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,pyr,0.2075879790935835,pyruvate,HMDB00243,C00022,1060.0,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1",,EX_pyr_m,EX_pyr(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,h2,2.5,Hydrogen,HMDB01362,C00282,783.0,InChI=1S/H2/h1H,,EX_h2_m,EX_h2(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,ac,0.40940392654979696,acetate,HMDB00042,C00033,176.0,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",,EX_ac_m,EX_ac(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,for,1.419380655738918,Formate,HMDB00142,C00058,284.0,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)/p-1",,EX_for_m,EX_for(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,no,2.5,Nitric oxide,HMDB03378,C00533,145068.0,InChI=1S/NO/c1-2,,EX_no_m,EX_no(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,n2o,1.3293362429720528,Nitrous oxide,,,,,,EX_n2o_m,EX_n2o(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,pydxn,0.000195235,Pyridoxine,HMDB00239,C00314,1054.0,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",,EX_pydxn_m,EX_pydxn(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,mal_L,1.5251938681614918,(S)-malate(2-),HMDB00156,C00149,222656.0,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2/t2-/m0/s1",,EX_mal_L_m,EX_mal_L(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,chsterol,0.00233198157703385,cholesterol,HMDB00067,C00187,5997.0,,,EX_chsterol_m,EX_chsterol(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,din,0.00033225,Deoxyinosine,HMDB00071,C05512,65058.0,"InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1",,EX_din_m,EX_din(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,coa,0.000154824999999975,Coenzyme A,HMDB01423,C00010,6816.0,,,EX_coa_m,EX_coa(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,glyc,2.220791755416668,Glycerol,HMDB00131,C00116,753.0,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",,EX_glyc_m,EX_glyc(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,gtp,0.0098880216666669,GTP,HMDB01273,C00044,6830.0,,,EX_gtp_m,EX_gtp(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,thmmp,5.06575619227e-05,Thiamin monophosphate,HMDB02666,C01081,3382778.0,,,EX_thmmp_m,EX_thmmp(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,amet,0.0003870625,S-Adenosyl-L-methionine,HMDB01185,C00019,34756.0,,,EX_amet_m,EX_amet(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,etha,0.058567226678535325,etha[c],HMDB00149,C00189,700.0,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2/p+1",,EX_etha_m,EX_etha(e)
mephaa3,Me’Phaa,subsistence farming / wild plants and animals,Mexico,https://doi.org/10.3390%2Fmicroorganisms8101594,no2,0.7078182341971962,Nitrite,HMDB02786,C00088,24529.0,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",,EX_no2_m,EX_no2(e)
